അയ്യപ്പനും കോശിയും	| സംവിധായകൻ | സച്ചി
ഭൂമി | അഭിനേതാക്കൾ | കാർമെലോ ഗോമസ്
കറുത്ത നാർസിസസ് | ടാഗുകൾ | ജാക്ക് കാർഡിഫ്
ജെയ്ൻ മാൻസ്ഫീൽഡിന്റെ കാർ | സംവിധായകൻ | ബില്ലി ബോബ് തോൺടൺ
ജെയ്ൻ മാൻസ്ഫീൽഡിന്റെ കാർ | രചന | ബില്ലി ബോബ് തോൺടൺ
ജെയ്ൻ മാൻസ്ഫീൽഡിന്റെ കാർ | അഭിനേതാക്കൾ | റോബർട്ട് ഡ്യുവൽ
ജെയ്ൻ മാൻസ്ഫീൽഡിന്റെ കാർ | അഭിനേതാക്കൾ | കെവിൻ ബേക്കൺ
ജെയ്ൻ മാൻസ്ഫീൽഡിന്റെ കാർ | അഭിനേതാക്കൾ | ബില്ലി ബോബ് തോൺടൺ
ജെയ്ൻ മാൻസ്ഫീൽഡിന്റെ കാർ | അഭിനേതാക്കൾ | ജോൺ വേദനിപ്പിച്ചു
ജെയ്ൻ മാൻസ്ഫീൽഡിന്റെ കാർ | റിലീസ്_വർഷം | 2012
ജെയ്ൻ മാൻസ്ഫീൽഡിന്റെ കാർ | വർഗ്ഗം | നാടകം
enid | അഭിനേതാക്കൾ | ഹെലീന ബോൺഹാം കാർട്ടർ
ഞണ്ടുകളുടെ പ്രതികാരം | അഭിനേതാക്കൾ | റോബർട്ട് കരാഡിൻ
എന്റെ അധ്യാപകൻ | അഭിനേതാക്കൾ | കേരെൻ കായേ
മേശയ്ക്കു കുറുകെ കൈകൾ | അഭിനേതാക്കൾ | കരോൾ ലോംബാർഡ്
വൈകിയുള്ള ഷിഫ്റ്റ് | രചന | ബിൽ കാർട്ടർ
കാരി | രചന | സ്റ്റീഫൻ രാജാവ്
കാരി | അഭിനേതാക്കൾ | ജൂലിയൻ മൂർ
കാരി | അഭിനേതാക്കൾ | chloë grace moretz
കാരി | റിലീസ്_വർഷം | 2013
കാരി | വർഗ്ഗം | ഭയങ്കരതം
കാരി | ടാഗുകൾ | സ്റ്റീഫൻ രാജാവ്
ഫ്ലാഷ്ബാക്ക് | അഭിനേതാക്കൾ | കരോൾ കെയ്ൻ
ഫ്ലാഷ്ബാക്ക് | ടാഗുകൾ | കരോൾ കെയ്ൻ
ടോപ്പർ | അഭിനേതാക്കൾ | കാരി ഗ്രാന്റ്
ഒരു വർഷം മുമ്പ് ശൈത്യകാലത്ത് | സംവിധായകൻ | കരോലിൻ ലിങ്ക്
ഒരു വർഷം മുമ്പ് ശൈത്യകാലത്ത് | രചന | കരോലിൻ ലിങ്ക്
മോണ്ടോ ഹോളിവുഡ് | സംവിധായകൻ | റോബർട്ട് കാൾ കോഹൻ
മോണ്ടോ ഹോളിവുഡ് | രചന | റോബർട്ട് കാൾ കോഹൻ
ഇനിയും കാത്തിരിക്കുന്നു... | അഭിനേതാക്കൾ | ആദം കരോള
പറക്കുന്ന കടുവകൾ | അഭിനേതാക്കൾ | ജോൺ കരോൾ
ഏറ്റവും വലിയ | അഭിനേതാക്കൾ | കാരി മുള്ളിഗൻ
ഏറ്റവും വലിയ | ടാഗുകൾ | കാരി മുള്ളിഗൻ
ജഡിക അറിവ് | സംവിധായകൻ | മൈക്ക് നിക്കോൾസ്
ജഡിക അറിവ് | രചന | ജൂൾസ് ഫീഫർ
ജഡിക അറിവ് | അഭിനേതാക്കൾ | ജാക്ക് നിക്കോൾസൺ
ജഡിക അറിവ് | അഭിനേതാക്കൾ | കാൻഡിസ് ബർഗൻ
ജഡിക അറിവ് | അഭിനേതാക്കൾ | ആർട്ട് ഗാർഫങ്കൽ
ജഡിക അറിവ് | റിലീസ്_വർഷം | 1971
ജഡിക അറിവ് | വർഗ്ഗം | നാടകം
ജഡിക അറിവ് | ടാഗുകൾ | ജാക്ക് നിക്കോൾസൺ
ജഡിക അറിവ് | ടാഗുകൾ | മൈക്ക് നിക്കോൾസ്
വന്യമായ ദിവസങ്ങൾ | അഭിനേതാക്കൾ | കരീന ലോ
ട്രോൾ | സംവിധായകൻ | ജോൺ കാൾ ബ്യൂച്ലർ
ഫ്ലേൻഡറുകളിലെ കാർണിവൽ | സംവിധായകൻ | jacques feyder
ഫ്ലേൻഡറുകളിലെ കാർണിവൽ | റിലീസ്_വർഷം | 1935
ഫ്ലേൻഡറുകളിലെ കാർണിവൽ | ഭാഷയിൽ | ഫ്രഞ്ച്
ഫ്ലേൻഡറുകളിലെ കാർണിവൽ | വർഗ്ഗം | കോമഡി
ഒഴിവുകൾ | അഭിനേതാക്കൾ | കാർമെലോ ഗോമസ്
കർദ്ദിനാൾ | സംവിധായകൻ | ഓട്ടോ പ്രിമിംഗർ
കർദ്ദിനാൾ | രചന | റോബർട്ട് ഡോസിയർ
കർദ്ദിനാൾ | രചന | ഹെൻറി മോർട്ടൺ റോബിൻസൺ
കർദ്ദിനാൾ | അഭിനേതാക്കൾ | ടോം ട്രയോൺ
കർദ്ദിനാൾ | അഭിനേതാക്കൾ | ഡൊറോത്തി ഗിഷ്
കർദ്ദിനാൾ | അഭിനേതാക്കൾ | മാഗി മക്നാമര
കർദ്ദിനാൾ | റിലീസ്_വർഷം | 1963
കർദ്ദിനാൾ | വർഗ്ഗം | നാടകം
കർദ്ദിനാൾ | വർഗ്ഗം | യുദ്ധം
കർദ്ദിനാൾ | ടാഗുകൾ | bd-r
പിങ്ക് സ്പർശം | ടാഗുകൾ | കാരി ഗ്രാന്റ്
ലേഡി ഓസ്കാർ | സംവിധായകൻ | ജാക്ക് ഡെമി
ലേഡി ഓസ്കാർ | രചന | ജാക്ക് ഡെമി
ലേഡി ഓസ്കാർ | രചന | റിയോക്കോ ഇകെഡ
ലേഡി ഓസ്കാർ | റിലീസ്_വർഷം | 1979
വൈൽഡ് | ടാഗുകൾ | ഓസ്കാർ വൈൽഡ്
മഞ്ഞു കേക്ക് | ടാഗുകൾ | കാർ അപകടം
സലോമിയുടെ അവസാന നൃത്തം | രചന | ഓസ്കാർ വൈൽഡ്
ചിട്ട | അഭിനേതാക്കൾ | റിച്ചാർഡ് കാൾസൺ
ഭൂമിയിലെ മനുഷ്യന്റെ ഇണചേരൽ ശീലങ്ങൾ | അഭിനേതാക്കൾ | കാർമെൻ ഇലക്ട്ര
ചെറിയ മിസ് സൺഷൈൻ | ടാഗുകൾ | സ്റ്റീവ് കെയർ
പിനോച്ചിയോ | രചന | കാർലോ കൊളോഡി
ജിമ്മി ഷോ | അഭിനേതാക്കൾ | കാർല ഗുഗിനോ
മാലാഖമാർക്ക് മാത്രമേ ചിറകുള്ളു | അഭിനേതാക്കൾ | കാരി ഗ്രാന്റ്
മാലാഖമാർക്ക് മാത്രമേ ചിറകുള്ളു | ടാഗുകൾ | കാരി ഗ്രാന്റ്
കാറുകൾ 2 | സംവിധായകൻ | ജോൺ ലാസെറ്റർ
കാറുകൾ 2 | സംവിധായകൻ | ബ്രാഡ് ലൂയിസ്
കാറുകൾ 2 | രചന | ജോൺ ലാസെറ്റർ
കാറുകൾ 2 | രചന | ബ്രാഡ് ലൂയിസ്
കാറുകൾ 2 | രചന | ബെൻ രാജ്ഞി
കാറുകൾ 2 | അഭിനേതാക്കൾ | മൈക്കൽ കെയ്ൻ
കാറുകൾ 2 | അഭിനേതാക്കൾ | ഓവൻ വിൽസൺ
കാറുകൾ 2 | അഭിനേതാക്കൾ | എമിലി മോർട്ടിമർ
കാറുകൾ 2 | അഭിനേതാക്കൾ | ലാറി കേബിൾ പയ്യൻ
കാറുകൾ 2 | റിലീസ്_വർഷം | 2011
കാറുകൾ 2 | വർഗ്ഗം | കോമഡി
കാറുകൾ 2 | വർഗ്ഗം | ആനിമേഷൻ
കാറുകൾ 2 | ടാഗുകൾ | പിക്സർ
കാറുകൾ 2 | ടാഗുകൾ | തുടർച്ച
കാറുകൾ 2 | ടാഗുകൾ | ചാരവൃത്തി
കാറുകൾ 2 | ടാഗുകൾ | കഥ
കാറുകൾ 2 | ടാഗുകൾ | കാറുകൾ
കാറുകൾ 2 | ടാഗുകൾ | മൈക്കൽ കെയ്ൻ
കാറുകൾ 2 | ടാഗുകൾ | ഓവൻ വിൽസൺ
കാറുകൾ 2 | ടാഗുകൾ | ചാരൻ
കാറുകൾ 2 | ടാഗുകൾ | ജോൺ ലാസെറ്റർ
കൊതിയൂറുന്ന | അഭിനേതാക്കൾ | റോബർട്ട് കാർലൈൽ
ആലീസ് ഇൻ വണ്ടർലാൻഡ് | രചന | ലൂയിസ് കരോൾ
പ്രകാശ ദർശനങ്ങൾ | സംവിധായകൻ | ടോഡ് മക്കാർത്തി
പ്രകാശ ദർശനങ്ങൾ | രചന | ടോഡ് മക്കാർത്തി
ചാമിലിയൻ | രചന | നതാലി കാർട്ടർ
അയഞ്ഞ പീരങ്കികൾ | അഭിനേതാക്കൾ | റിക്കാർഡോ സ്കാമാർസിയോ
സിനിമ 43 | സംവിധായകൻ | സ്റ്റീവ് കാർ
ചൂടുള്ള ശനിയാഴ്ച | അഭിനേതാക്കൾ | കാരി ഗ്രാന്റ്
ചൂടുള്ള ശനിയാഴ്ച | അഭിനേതാക്കൾ | നാൻസി കരോൾ
ടാംഗോ | സംവിധായകൻ | കാർലോസ് സൗറ
ടാംഗോ | രചന | കാർലോസ് സൗറ
ഉയർന്ന കുറ്റകൃത്യങ്ങൾ | സംവിധായകൻ | കാൾ ഫ്രാങ്ക്ലിൻ
ഉയർന്ന കുറ്റകൃത്യങ്ങൾ | രചന | ഗ്രേസ് കാരി ബിക്ക്ലി
ഉയർന്ന കുറ്റകൃത്യങ്ങൾ | ടാഗുകൾ | കാൾ ഫ്രാങ്ക്ലിൻ
ആനന്ദം | രചന | പീറ്റർ കാരി
ആനന്ദം | അഭിനേതാക്കൾ | ജിയ കാരിഡെസ്
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | സംവിധായകൻ | ഡേവിഡ് സുക്കർ
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | രചന | pat proft
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | രചന | ക്രെയ്ഗ് മാസിൻ
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | രചന | ജിം എബ്രഹാംസ്
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | അഭിനേതാക്കൾ | അന്ന ഫാരിസ്
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | അഭിനേതാക്കൾ | റെജീന ഹാൾ
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | റിലീസ്_വർഷം | 2006
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | വർഗ്ഗം | കോമഡി
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | ടാഗുകൾ | ഫ്രാഞ്ചൈസി
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | ടാഗുകൾ | പാരഡി
ഭയപ്പെടുത്തുന്ന സിനിമ 4 | ടാഗുകൾ | ഡേവിഡ് സുക്കർ
കാർനെ | സംവിധായകൻ | gaspar noé
കാർനെ | രചന | gaspar noé
കാർനെ | അഭിനേതാക്കൾ | ഫിലിപ്പ് നഹോൺ
കാർനെ | അഭിനേതാക്കൾ | ബ്ലാന്റൈൻ ലെനോയർ
കാർനെ | റിലീസ്_വർഷം | 1991
കാർനെ | ഭാഷയിൽ | ഫ്രഞ്ച്
കാർനെ | വർഗ്ഗം | നാടകം
കാർനെ | ടാഗുകൾ | ഫ്രഞ്ച്
കാർനെ | ടാഗുകൾ | gaspar noé
മിസ്റ്റിക് മസാസർ | രചന | കാരിൽ ഫിലിപ്സ്
ഗ്രീൻ കാർഡ് | സംവിധായകൻ | പീറ്റർ വെയർ
ഗ്രീൻ കാർഡ് | രചന | പീറ്റർ വെയർ
ഗ്രീൻ കാർഡ് | അഭിനേതാക്കൾ | ആൻഡി മക്ഡോവെൽ
ഗ്രീൻ കാർഡ് | അഭിനേതാക്കൾ | ജെറാർഡ് ഡിപാർഡിയു
ഗ്രീൻ കാർഡ് | റിലീസ്_വർഷം | 1990
ഗ്രീൻ കാർഡ് | ഭാഷയിൽ | ഫ്രഞ്ച്
ഗ്രീൻ കാർഡ് | വർഗ്ഗം| കോമഡി
ഗ്രീൻ കാർഡ് | ടാഗുകൾ | ആൻഡി മക്ഡോവെൽ
പേടിച്ചു വിറച്ചു | രചന | സീൻ ബിഷപ്പ്
പേടിച്ചു വിറച്ചു | റിലീസ്_വർഷം | 2010
പേടിച്ചു വിറച്ചു | വർഗ്ഗം | ചെറുത്
പേടിച്ചു വിറച്ചു | ടാഗുകൾ | ഹാലോവീൻ
ഇരട്ട അല്ലെങ്കിൽ ഒന്നുമില്ല | അഭിനേതാക്കൾ | മേരി കാർലിസ്ലെ
എന്റെ പ്രിയപ്പെട്ട സുന്ദരി | അഭിനേതാക്കൾ | മഡ്‌ലൈൻ കരോൾ
വേദനയും പരമാനന്ദവും | സംവിധായകൻ | കരോൾ റീഡ്
വേദനയും പരമാനന്ദവും | ടാഗുകൾ | കരോൾ റീഡ്
അന്യൻ | അഭിനേതാക്കൾ | veronica cartwright
എന്റെ വഴിക്ക് പോകുന്നു | സംവിധായകൻ | ലിയോ മക്കറി
എന്റെ വഴിക്ക് പോകുന്നു | രചന | ലിയോ മക്കറി
എന്റെ വഴിക്ക് പോകുന്നു | ടാഗുകൾ | ലിയോ മക്കറി
അവൾ അവനോട് തെറ്റ് ചെയ്തു | അഭിനേതാക്കൾ | കാരി ഗ്രാന്റ്
മുന്നോട്ടുള്ള വഴി | സംവിധായകൻ | കരോൾ റീഡ്
മുന്നോട്ടുള്ള വഴി | ടാഗുകൾ | കരോൾ റീഡ്
ദൈവമേ! | സംവിധായകൻ | കാൾ റെയ്നർ
എൻഡറിന്റെ കളി | രചന | ഓർസൺ സ്കോട്ട് കാർഡ്
എൻഡറിന്റെ കളി | ടാഗുകൾ | ഓർസൺ സ്കോട്ട് കാർഡ്
ശരിയാകുന്നു | അഭിനേതാക്കൾ | ഹെലീന ബോൺഹാം കാർട്ടർ
പറുദീസയിൽ കുടുങ്ങി | അഭിനേതാക്കൾ | ഡാന കാർവി
ഗ്രേ ലേഡി ഡൗൺ | അഭിനേതാക്കൾ | ഡേവിഡ് കരാഡിൻ
ആനന്ദം തേടുന്നവർ | അഭിനേതാക്കൾ | കരോൾ ലിൻലി
കുറുക്കൻപിടുത്തക്കാരൻ | അഭിനേതാക്കൾ | സ്റ്റീവ് കെയർ
കുറുക്കൻപിടുത്തക്കാരൻ | ടാഗുകൾ | സ്റ്റീവ് കെയർ
തീക്കനൽ നഗരം | രചന | കരോലിൻ തോംസൺ
യുദ്ധത്തിന്റെ വഴി | സംവിധായകൻ | ജോൺ കാർട്ടർ
ഫാറ്റ്സോ | അഭിനേതാക്കൾ | റോൺ കാരി
യൂദാസ് ചുംബനം | അഭിനേതാക്കൾ | കാർല ഗുഗിനോ
ആറ് ഉപയോഗിച്ച് നിങ്ങൾക്ക് മുട്ടയുടെ ഉരുൾ ലഭിക്കും | അഭിനേതാക്കൾ | പാറ്റ് കരോൾ
സ്വപ്ന ഭാര്യ | അഭിനേതാക്കൾ | കാരി ഗ്രാന്റ്
മരപ്പണിക്കാരൻ | സംവിധായകൻ | ഡേവിഡ് വെല്ലിംഗ്ടൺ
മരപ്പണിക്കാരൻ | രചന | ഡഗ് ടെയ്‌ലർ
മരപ്പണിക്കാരൻ | റിലീസ്_വർഷം | 1988
മരപ്പണിക്കാരൻ | വർഗ്ഗം | ഭയങ്കരതം
റിയോ 2 | സംവിധായകൻ | കാർലോസ് സൽദാഹ
റിയോ 2 | രചന | കാർലോസ് സൽദാഹ
റിയോ 2 | ടാഗുകൾ | കാർലോസ് സൽദാഹ
ടാർടഫ് | രചന | കാൾ മേയർ
സന്തോഷത്തോടെ എന്നേക്കും | അഭിനേതാക്കൾ | ഐറിൻ കാര
സന്തോഷത്തോടെ എന്നേക്കും | അഭിനേതാക്കൾ | കരോൾ ചാനിംഗ്
മീഡിയ | രചന | കാൾ തിയോഡോർ ഡ്രയർ
ലാ കുക്കറാച്ച | സംവിധായകൻ | ജാക്ക് പെരസ്
ലാ കുക്കറാച്ച | അഭിനേതാക്കൾ | ജോക്വിം ഡി അൽമേഡ
ലാ കുക്കറാച്ച | അഭിനേതാക്കൾ | എറിക് റോബർട്ട്സ്
ലാ കുക്കറാച്ച | റിലീസ്_വർഷം | 1998
കുതിരക്കാരൻ | അഭിനേതാക്കൾ | കരോളിൻ മരോഹസി
ക്ഷീരപഥം | സംവിധായകൻ | ലിയോ മക്കറി
കാർബൺ രാഷ്ട്രം | സംവിധായകൻ | പീറ്റർ ബൈക്ക്
കാർബൺ രാഷ്ട്രം | രചന | പീറ്റർ ബൈക്ക്
കാർബൺ രാഷ്ട്രം | റിലീസ്_വർഷം | 2010
കാർബൺ രാഷ്ട്രം | വർഗ്ഗം | ഡോക്യുമെന്ററി
ചിലപ്പോൾ ഏപ്രിലിൽ | അഭിനേതാക്കൾ | കരോൾ കരേമേര
കോളൻ | അഭിനേതാക്കൾ | കാൾ മോഹർ
ഡെഡ്ബോൾട്ട് | അഭിനേതാക്കൾ | മിഷേൽ സ്കാരാബെല്ലി
ഹേവയർ | അഭിനേതാക്കൾ | ജിന കാരാനോ
ജീവിക്കുക മരിക്കട്ടെ | ടാഗുകൾ | കരീബിയൻ
ഒരു ക്രിസ്മസ് കരോൾ | രചന | ചാൾസ് ഡിക്കൻസ്
ഒരു ക്രിസ്മസ് കരോൾ | അഭിനേതാക്കൾ | റെജിനാൾഡ് ഓവൻ
ഒരു ക്രിസ്മസ് കരോൾ | റിലീസ്_വർഷം | 1938
ഒരു ക്രിസ്മസ് കരോൾ | വർഗ്ഗം | നാടകം
ഒരു ക്രിസ്മസ് കരോൾ | വർഗ്ഗം | ഫാന്റസി
ഒരു ക്രിസ്മസ് കരോൾ | വർഗ്ഗം | കുടുംബം
ഒരു ക്രിസ്മസ് കരോൾ | ടാഗുകൾ | bd-r
ഒരു ക്രിസ്മസ് കരോൾ | ടാഗുകൾ | ക്രിസ്മസ്
ഒരു ക്രിസ്മസ് കരോൾ | ടാഗുകൾ | പ്രേതങ്ങൾ
ഒരു ക്രിസ്മസ് കരോൾ | ടാഗുകൾ | ചാൾസ് ഡിക്കൻസ്
ഒരു ക്രിസ്മസ് കരോൾ | ടാഗുകൾ | എബെനെസർ സ്ക്രൂജ്
രാജാവും ഞാനും | രചന | ഓസ്കാർ ഹാമർസ്റ്റൈൻ ii
കാർമൻമാരുടെ പ്രണയം | സംവിധായകൻ | ചാൾസ് വിഡോർ
കാർമൻമാരുടെ പ്രണയം | രചന | പ്രോസ്‌പെർ മെറിമി
കാർമൻമാരുടെ പ്രണയം | അഭിനേതാക്കൾ | ഗ്ലെൻ ഫോർഡ്
കാർമൻമാരുടെ പ്രണയം | അഭിനേതാക്കൾ | റീത്ത ഹേവർത്ത്
കാർമൻമാരുടെ പ്രണയം | റിലീസ്_വർഷം | 1948
കാർമൻമാരുടെ പ്രണയം | വർഗ്ഗം | നാടകം
റിയോ | സംവിധായകൻ | കാർലോസ് സൽദാഹ
റിയോ | രചന | കാർലോസ് സൽദാഹ
റിയോ | ടാഗുകൾ | കാർലോസ് സൽദാഹ
മിസ്റ്റർ. പോപ്പർ പെൻഗ്വിനുകൾ | അഭിനേതാക്കൾ | ജിം കാരി
ബീഫ് കേക്ക് | അഭിനേതാക്കൾ | കരോൾ ഗോഡ്സ്മാൻ
ഇടിമുഴക്കത്തിന്റെ നാളുകൾ | ടാഗുകൾ | നസ്കർ
ചെമ്പ് മല | അഭിനേതാക്കൾ | ജിം കാരി
ചെമ്പ് മല | ടാഗുകൾ | ജിം കാരി
നിശബ്ദതയ്ക്കപ്പുറം | സംവിധായകൻ | കരോലിൻ ലിങ്ക്
നിശബ്ദതയ്ക്കപ്പുറം | രചന | കരോലിൻ ലിങ്ക്
നിശബ്ദതയ്ക്കപ്പുറം | ടാഗുകൾ | കരോലിൻ ലിങ്ക്
മഡഗാസ്കർ | അഭിനേതാക്കൾ | ബെൻ സ്റ്റില്ലർ
മഡഗാസ്കർ | അഭിനേതാക്കൾ | ജാഡ പിങ്കറ്റ് സ്മിത്ത്
മഡഗാസ്കർ | അഭിനേതാക്കൾ | ക്രിസ് റോക്ക്
മഡഗാസ്കർ | അഭിനേതാക്കൾ | ഡേവിഡ് ഷ്വിമ്മർ
മഡഗാസ്കർ | റിലീസ്_വർഷം | 2005
മഡഗാസ്കർ | വർഗ്ഗം | കോമഡി
മഡഗാസ്കർ | വർഗ്ഗം | ആനിമേഷൻ
മഡഗാസ്കർ | ടാഗുകൾ | കോമഡി
മഡഗാസ്കർ | ടാഗുകൾ | ആനിമേഷൻ
മഡഗാസ്കർ | ടാഗുകൾ | ആഫ്രിക്ക
മഡഗാസ്കർ | ടാഗുകൾ | ബെൻ സ്റ്റില്ലർ
മഡഗാസ്കർ | ടാഗുകൾ | മൃഗങ്ങൾ
മഡഗാസ്കർ | ടാഗുകൾ | ദ്വീപ്
മഡഗാസ്കർ | ടാഗുകൾ | സ്വപ്ന പദ്ധതി
മഡഗാസ്കർ | ടാഗുകൾ | സച്ച ബാരോൺ കോഹൻ
മഡഗാസ്കർ | ടാഗുകൾ | ക്രിസ് റോക്ക്
മഡഗാസ്കർ | ടാഗുകൾ | ഡേവിഡ് ഷ്വിമ്മർ
മഡഗാസ്കർ | ടാഗുകൾ | മൃഗശാല
മഴവില്ലിനടിയിൽ | അഭിനേതാക്കൾ | കാരി ഫിഷർ
ഡ്രൈവിംഗ് ലൈസൻസ് | അഭിനേതാക്കൾ | കരോൾ കെയ്ൻ
ഡ്രൈവിംഗ് ലൈസൻസ് | ടാഗുകൾ | കരോൾ കെയ്ൻ
പുരുഷന്മാർ | രചന | കാൾ ഫോർമാൻ
കാർട്ടർ നേടുക | സംവിധായകൻ | മൈക്ക് ഹോഡ്ജുകൾ
കാർട്ടർ നേടുക | രചന | ടെഡ് ലൂയിസ്
കാർട്ടർ നേടുക | രചന | മൈക്ക് ഹോഡ്ജുകൾ
കാർട്ടർ നേടുക | അഭിനേതാക്കൾ | മൈക്കൽ കെയ്ൻ
കാർട്ടർ നേടുക | അഭിനേതാക്കൾ | ബ്രിട്ട് എക്ലാൻഡ്
കാർട്ടർ നേടുക | അഭിനേതാക്കൾ | അയാൻ ഹെൻഡ്രി
കാർട്ടർ നേടുക | അഭിനേതാക്കൾ | ജോൺ ഓസ്ബോൺ
കാർട്ടർ നേടുക | റിലീസ്_വർഷം | 1971
കാർട്ടർ നേടുക | വർഗ്ഗം | ത്രില്ലർ
കാർട്ടർ നേടുക | വർഗ്ഗം | കുറ്റകൃത്യം
കാർട്ടർ നേടുക | imdb_റേറ്റിംഗ് | നല്ലത്
കാർട്ടർ നേടുക | ടാഗുകൾ | bd-r
കാർട്ടർ നേടുക | ടാഗുകൾ | കൊലപാതകം
കാർട്ടർ നേടുക | ടാഗുകൾ | കഥ
കാർട്ടർ നേടുക | ടാഗുകൾ | മൈക്കൽ കെയ്ൻ
കാർട്ടർ നേടുക | ടാഗുകൾ | പുനർനിർമ്മിച്ചു
അക്വാ ഇ സപോൺ | സംവിധായകൻ | കാർലോ വെർഡോൺ
അക്വാ ഇ സപോൺ | രചന | കാർലോ വെർഡോൺ
അക്വാ ഇ സപോൺ | അഭിനേതാക്കൾ | കാർലോ വെർഡോൺ
നീതിയുള്ള കൊല | അഭിനേതാക്കൾ | കാർല ഗുഗിനോ
നീതിയുള്ള കൊല | ടാഗുകൾ | കാർല ഗുഗിനോ
അശ്രദ്ധ | അഭിനേതാക്കൾ | ഫ്രെഡ് അസ്റ്റയർ
അശ്രദ്ധ | അഭിനേതാക്കൾ | ഇഞ്ചി റോജേഴ്സ്
അശ്രദ്ധ | റിലീസ്_വർഷം | 1938
അശ്രദ്ധ | വർഗ്ഗം | സംഗീതാത്മകമായ
വെർനണിന്റെയും ഐറിൻ കോട്ടയുടെയും കഥ | രചന | ഓസ്കാർ ഹാമർസ്റ്റൈൻ ii
ഇത്തവണ | അഭിനേതാക്കൾ | കാർലി പോപ്പ്
വെയ്‌നിന്റെ ലോകം | അഭിനേതാക്കൾ | ടിയ കരേരെ
വെയ്‌നിന്റെ ലോകം | അഭിനേതാക്കൾ | ഡാന കാർവി
വെയ്‌നിന്റെ ലോകം | ടാഗുകൾ | ഡാന കാർവി
വെയ്‌നിന്റെ ലോകം | ടാഗുകൾ | ടിയ കരേരെ
അടുത്ത വീട്ടിലെ ചാരൻ | അഭിനേതാക്കൾ | മദ്‌ലൈൻ കരോൾ
പേടിപ്പെടുത്തുന്ന ഇരുണ്ട രാത്രി | സംവിധായകൻ | ഫ്രാങ്ക് ഡി ഫെലിറ്റ
പേടിപ്പെടുത്തുന്ന ഇരുണ്ട രാത്രി | രചന | ജെ.ഡി. ഫീഗൽസൺ
പേടിപ്പെടുത്തുന്ന ഇരുണ്ട രാത്രി | റിലീസ്_വർഷം | 1981
പേടിപ്പെടുത്തുന്ന ഇരുണ്ട രാത്രി | വർഗ്ഗം | ഭയങ്കരതം
ചരക്ക് | സംവിധായകൻ | ക്ലൈവ് ഗോർഡൻ
ചരക്ക് | രചന | പോൾ ലാവർട്ടി
ചരക്ക് | അഭിനേതാക്കൾ | ഡാനിയൽ ബ്രൂൽ
ചരക്ക് | അഭിനേതാക്കൾ | പീറ്റർ മുള്ളൻ
ചരക്ക് | അഭിനേതാക്കൾ | ലൂയിസ് ടോസർ
ചരക്ക് | അഭിനേതാക്കൾ | സാമുലി എഡൽമാൻ
ചരക്ക് | റിലീസ്_വർഷം | 2006
ചരക്ക് | വർഗ്ഗം | ത്രില്ലർ
വടു | സംവിധായകൻ | krzysztof kieslowski
വടു | രചന | krzysztof kieslowski
വടു | അഭിനേതാക്കൾ | ഫ്രാൻസിസ്സെക് പിസ്ക
വടു | റിലീസ്_വർഷം | 1976
വടു | ഭാഷയിൽ | പോളിഷ്
മസ്തിഷ്കമരണം | രചന | austregésilo carrano
സംശയം | അഭിനേതാക്കൾ | കാരി ഗ്രാന്റ്
സംശയം | ടാഗുകൾ | കാരി ഗ്രാന്റ്
മിസ് കൺജെനിയാലിറ്റി | രചന | കാരിൻ ലൂക്കാസ്
ഹിറ്റ്മാൻ | രചന | ഡോൺ കാർമോഡി
സംഘം | രചന | മേരി മക്കാർത്തി
വധുക്കൾ | ടാഗുകൾ | മെലിസ മക്കാർത്തി
അത് ബഹിരാകാശത്ത് നിന്നാണ് വന്നത് | അഭിനേതാക്കൾ | റിച്ചാർഡ് കാൾസൺ
ബോക്സ്കാർ ബെർത്ത | സംവിധായകൻ | മാർട്ടിൻ സ്കോർസെസ്
ബോക്സ്കാർ ബെർത്ത | രചന | ബെൻ എൽ. റീറ്റ്മാൻ
ബോക്സ്കാർ ബെർത്ത | റിലീസ്_വർഷം | 1972
ബോക്സ്കാർ ബെർത്ത | ടാഗുകൾ | മാർട്ടിൻ സ്കോർസെസ്
സണ്ണി | രചന | ജോൺ കാർലെൻ
മൂന്ന് പ്രണയങ്ങളുടെ കഥ | അഭിനേതാക്കൾ | ലെസ്ലി കരോൺ
രാത്രി സന്ദർശകൻ | അഭിനേതാക്കൾ | ഓരോ ഓസ്കാർസണും
എല്ലാ പെൺകുട്ടികളും വിവാഹം കഴിക്കണം | അഭിനേതാക്കൾ | കാരി ഗ്രാന്റ്
ഭ്രാന്തൻ സെക്സി ക്യാൻസർ | സംവിധായകൻ | ക്രിസ് കാർ
ഭ്രാന്തൻ സെക്സി ക്യാൻസർ | രചന | ക്രിസ് കാർ
ഭ്രാന്തൻ സെക്സി ക്യാൻസർ | അഭിനേതാക്കൾ | ക്രിസ് കാർ
